Params,Error
"[27.932704345828636, 0.39378683133831854, 0.12316221697126821, 0.6768203683537655, 0.550482011540804, 290.50857698383334, 0.7908980098818102, 0.46789551530114304]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[48.51003639402965, 0.35097126831992664, 0.3594182125715132, 0.3059419115492972, 0.8024084342704453, 327.67985491421985, 0.5506430543962026, 0.25398213222251254]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[19.278740354784517, 0.6250487898811845, 0.6443754755143358, 0.608611576120002, 0.9778066247943776, 284.3985936543437, 0.005872976246656929, 0.22293535691492367]",list index out of range
"[14.832235276236982, 0.022464443694692394, 0.4258077415150133, 0.5628830619957894, 0.8847070968075242, 285.3606877081563, 0.8397267715101547, 0.5146671082292799]",list index out of range
"[35.43452489876328, 0.5618578876690914, 0.10824198837982074, 0.5040806447932366, 0.21170423326043764, 336.2624886557518, 0.8649264945268433, 0.8916632902716323]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[17.80725694329051, 0.5102611922029826, 0.03488992986869681, 0.30726249798475924, 0.7569465731940619, 307.2881621078963, 0.3988566106007715, 0.2552887091803456]",list index out of range
"[5.816237659049794, 0.8171123141324196, 0.02020331183976649, 0.525324627937785, 0.923245946880875, 317.29836124598324, 0.5529548903208724, 0.3169959727487552]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[33.549580583847366, 0.6305401790584626, 0.6651485032773301, 0.4213613868216316, 0.02019368689060475, 335.23590438501094, 0.19745256885158244, 0.7034457922387687]",list index out of range
"[4.4864860397103365, 0.02582296764517097, 0.7819277490256406, 0.73649130057587, 0.10425103428254834, 315.90770042337414, 0.3866938381668464, 0.22099094250751197]",'HXutility' object has no attribute '_inlet_cost'
"[43.021881995700596, 0.9467125048952434, 0.13286751746527997, 0.3272852641389043, 0.3988840046433604, 323.1355440988624, 0.7795932168509542, 0.4022904644821682]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[48.57239794101092, 0.2314404003952201, 0.23705052717569347, 0.8450849034871777, 0.8113500231857596, 333.18691539106027, 0.34073919808407865, 0.5738703715325563]",'HXutility' object has no attribute '_inlet_cost'
"[37.12059358943953, 0.42925211516891715, 0.6044550816925552, 0.09790135954085968, 0.5153247825959005, 308.86758271352403, 0.5866026942756696, 0.4644589580120144]",list index out of range
"[28.12447347780632, 0.21929925291593624, 0.10181153644849629, 0.8629180645963572, 0.8526959259169378, 323.09673229687456, 0.37813631491017197, 0.32070983878089077]",list index out of range
"[7.6222798686739495, 0.18869863302578035, 0.3115770175061864, 0.6011983063901148, 0.47110639813772787, 296.0930080838166, 0.20106159596251758, 0.8370828609827529]",'MESHDistillation' object has no attribute '_inlet_cost'
"[49.6280783952223, 0.3933601109892963, 0.05836333872027332, 0.36483898556624866, 0.3052467479539845, 296.5789218196106, 0.20651116885674484, 0.2533762931297039]",list index out of range
"[34.94774786476322, 0.7500063896533231, 0.31654450971557824, 0.2562180294470341, 0.06019288864764825, 342.95241516752327, 0.8645236987730089, 0.8924334416729272]",list index out of range
"[1.7567196965251046, 0.7648021134273999, 0.4981354968416628, 0.06477704759748001, 0.15867678469348204, 282.98633814802554, 0.9481243803585983, 0.8600123552533993]",list index out of range
"[18.021293058929114, 0.03754724872298599, 0.4775438063067548, 0.7844075714380989, 0.30131962434746623, 345.58999617741085, 0.5331015826409781, 0.6785930290654123]",list index out of range
"[27.55884765268378, 0.7332738463823739, 0.8347363678034742, 0.4111074665768361, 0.01375716297449027, 316.45932947055985, 0.5971297256065093, 0.2955324661412429]",list index out of range
"[39.78645364818696, 0.6288319581067486, 0.12694575786740994, 0.75153561877401, 0.5303655132134595, 321.9811296334563, 0.8331055559670139, 0.21207839463307884]",'HXutility' object has no attribute '_inlet_cost'
"[37.63671339402968, 0.37385890408573075, 0.544627325244947, 0.24778713909659336, 0.16528728119252561, 320.4610486717364, 0.5481706925264049, 0.7199725442887237]",list index out of range
"[19.445098264410863, 0.4336246762587765, 0.9177990277978175, 0.6931831238659616, 0.8916848138242723, 282.6337277202272, 0.3228023786449868, 0.8717629062859491]",'MESHDistillation' object has no attribute '_inlet_cost'
"[13.18320915309348, 0.05425714296787476, 0.07611313401337125, 0.8970627176182022, 0.3882435497892681, 297.27726668825454, 0.17243618410271017, 0.8937940124482096]",list index out of range
"[5.949982658677801, 0.5808334492788102, 0.07247554352175502, 0.4587614533743718, 0.9538631073431797, 308.7440639976302, 0.1735075362333654, 0.8362961451323313]",'HXutility' object has no attribute '_inlet_cost'
"[29.81780420356674, 0.6114630347567392, 0.1248645770157183, 0.2997907228486227, 0.25260575951765574, 279.28660998087855, 0.6059015855442256, 0.7997489555354281]",'HXutility' object has no attribute '_inlet_cost'
"[5.595775890579487, 0.1985495454735494, 0.16133985892019137, 0.4383073932161599, 0.34540189669158616, 312.290508216743, 0.2460463317702961, 0.2710081085684923]",list index out of range
"[43.90516697845849, 0.605483145820232, 0.15466176771442378, 0.08859005228821933, 0.7185836815658756, 291.9356134449452, 0.7559332354600685, 0.3296027494023588]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[2.537655831385761, 0.131863841796105, 0.2505469424129691, 0.4131539174653481, 0.23241130405331714, 311.2460858532269, 0.8424201288810436, 0.10332959843744073]",list index out of range
"[26.48078083225014, 0.36670805635514986, 0.12318003238139326, 0.7729762087211113, 0.18672485406959755, 336.60459384265613, 0.5794076638797458, 0.042824478072136886]",'HXutility' object has no attribute '_inlet_cost'
"[12.134845551018199, 0.7676263013183077, 0.5729321190891504, 0.3603122465504113, 0.30210876605356274, 342.6687079639903, 0.15530022682429548, 0.7460920459705109]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[26.289174118851943, 0.3150430165118693, 0.19203293551868866, 0.1556871740143792, 0.05526359539014649, 297.7375349933273, 0.2572740958105643, 0.44858682093674096]",list index out of range
"[42.84302757661355, 0.4776801576886057, 0.9097359238391838, 0.17507257977749507, 0.402360664986492, 327.70544003775615, 0.3924222908448443, 0.6061503469424483]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[20.21842021259084, 0.40591364674980485, 0.4255032220919237, 0.6255337885107284, 0.7414001181321651, 296.0505218828888, 0.09194742170602058, 0.0029363246593132066]",list index out of range
"[9.318168491444558, 0.703289012683576, 0.9095322296025484, 0.5490406729635203, 0.4396705330517734, 278.77458937886746, 0.31171498711669593, 0.03904614820837948]",list index out of range
"[23.827290496537746, 0.10580811565207547, 0.2863765440094361, 0.323620364318898, 0.19281275641738935, 314.0017205610126, 0.2115460239666642, 0.6618804129453313]",list index out of range
"[47.54397078375125, 0.9207468557113822, 0.9051249352242386, 0.833445741640216, 0.3123459375110267, 297.2426433486198, 0.015208162794251716, 0.06587345241339583]",list index out of range
"[34.26159179998749, 0.9673741669857799, 0.1276708479006226, 0.15922689817304797, 0.6195952162910718, 318.46335682805454, 0.7528271133797185, 0.1595650667402161]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[31.786115269382922, 0.7612743689194434, 0.2966635295316301, 0.29309160800048656, 0.09219644804834383, 340.6893556505075, 0.027168154498638224, 0.4057545435131552]",list index out of range
"[30.421645761368527, 0.5855269246628789, 0.31920874718674297, 0.17644042496026363, 0.5668848545597808, 281.0010427172826, 0.3785681629750897, 0.8675078207857487]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[37.984587427133036, 0.9079714652342187, 0.7876630809977452, 0.22082138084788075, 0.031617694407918284, 289.96719442075243, 0.21488651951835847, 0.3669864785327079]",list index out of range
"[2.91226721099346, 0.3996369556524366, 0.6381606973164576, 0.193659727655824, 0.2612446605725877, 279.0416316796559, 0.2989136265495557, 0.2624939733193781]",list index out of range
"[7.142209461553797, 0.6687921280498278, 0.3881839768895217, 0.1957589662494829, 0.5418883153266009, 306.8206145728559, 0.769210144429986, 0.4947375400164222]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[11.863100385915315, 0.06505994490334348, 0.48352343480292687, 0.25458732498404585, 0.0803317042942739, 293.1287839724064, 0.7274146685386594, 0.5161817029586641]",list index out of range
"[44.73213440293413, 0.5037291317590701, 0.3573375305346701, 0.03314928713615729, 0.27180475445548347, 282.79010917661526, 0.789140174816961, 0.25351864259890616]",list index out of range
"[19.178794220623477, 0.2509667505194851, 0.21439460413512693, 0.9884397794328925, 0.5873547910065967, 302.3329739173691, 0.5783464189167563, 0.08424452883019187]",'MESHDistillation' object has no attribute '_inlet_cost'
"[2.5120932652248262, 0.6027576401381526, 0.15850879215355884, 0.04406295526280467, 0.08665489947215976, 281.5995145345604, 0.25726551719485224, 0.7893343395237405]",list index out of range
"[23.97321398339473, 0.8969078515450193, 0.4036801561390126, 0.19197700969113943, 0.3996663512039481, 305.62352901329564, 0.6151809706645842, 0.17773571137461594]",'MESHDistillation' object has no attribute '_inlet_cost'
"[27.014678398962683, 0.15133633304031874, 0.14430426189854278, 0.8875404306253105, 0.38015231468672606, 289.54091418669657, 0.7502722065521833, 0.20918932747394955]",list index out of range
"[15.055972074408928, 0.36038773312606626, 0.14559871133721022, 0.941177461534213, 0.04522477175051778, 331.75180536761314, 0.3263351859330437, 0.9280349836879643]",'MixerSettler' object has no attribute '_inlet_cost'
"[4.2417169049299295, 0.01373066601748117, 0.45365272467523654, 0.7177702208429321, 0.45742327727309245, 283.5221269018579, 0.457556462800994, 0.43450034432645473]",list index out of range
"[40.39658564823525, 0.2137946378164791, 0.9476172493691563, 0.43726967282609647, 0.03716342790094442, 310.6273307403962, 0.4975366472719106, 0.9683570813216313]",list index out of range
"[32.93291915379028, 0.5060101705068104, 0.12368416024994885, 0.13257233988086495, 0.7246728261580188, 338.6142776691695, 0.7374935070820999, 0.6050403619465192]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[25.52115655249634, 0.034850154448841236, 0.681578047478265, 0.11278588388801704, 0.17923905516161856, 288.12662645126966, 0.3260492101202871, 0.7850473004414962]",list index out of range
"[4.694031839693787, 0.7114491624860393, 0.048115141207940686, 0.8566048660536496, 0.28064776502706196, 336.69478582209723, 0.31346133262996734, 0.18931159853739682]",'MixerSettler' object has no attribute '_inlet_cost'
"[5.434771769875455, 0.3488855895522727, 0.9791492986312963, 0.06279641622849033, 0.4889482483833905, 288.09658546175126, 0.2645937475088389, 0.03466702770849147]",list index out of range
"[9.25540314100001, 0.9147058692135396, 0.5216447881144259, 0.039739526006144464, 0.7536881930370043, 329.01865311088784, 0.42862281991386353, 0.018823399667121033]",list index out of range
"[3.621411004472098, 0.407149266714664, 0.2744853348611879, 0.05973261925524244, 0.8698143460438605, 332.3558706002372, 0.08888049096681175, 0.48768464181774185]",'HXutility' object has no attribute '_inlet_cost'
"[37.403161142137996, 0.14707396446785323, 0.32479338350540554, 0.04652551347093069, 0.3238527282782054, 300.6316521534928, 0.9523768758228115, 0.87045387171302]",list index out of range
"[27.317577961517856, 0.4629981354575398, 0.36283128616622007, 0.03932163205582479, 0.10018258937972949, 275.8049340192792, 0.15243398421948243, 0.02924337218795313]",list index out of range
"[9.143999520216662, 0.7147258920660023, 0.25946784222981434, 0.15026059745397302, 0.5641205924155882, 348.409106650446, 0.029715678027951355, 0.7015054406215331]",'MixerSettler' object has no attribute '_inlet_cost'
"[11.916072237197023, 0.6845910194149188, 0.24815730507951628, 0.2633148040476016, 0.3234918364985447, 308.1310417336421, 0.23439322390814718, 0.23794435591517984]",'MESHDistillation' object has no attribute '_inlet_cost'
"[44.17759569993024, 0.6222552833848314, 0.8385776548592561, 0.12570107239838235, 0.27264473521008714, 296.96531809662946, 0.324990369140109, 0.5289414237746014]",list index out of range
"[8.072064821027261, 0.7803694369597749, 0.08168941827500482, 0.11568262721341252, 0.9186184263585789, 346.6258151720946, 0.9510518047912678, 0.2624776951007119]",'MixerSettler' object has no attribute '_inlet_cost'
"[11.843101473229991, 0.13059620311394468, 0.6412175348776616, 0.8693923241511584, 0.6070371115080837, 313.58497607162303, 0.7605417991515372, 0.8944024002442199]",'HXutility' object has no attribute '_inlet_cost'
"[43.638587179682204, 0.9894684281555867, 0.49814414940302687, 0.8075020692456994, 0.5133477714405894, 275.3128556116602, 0.3780987447902494, 0.9458546144367229]",'ShortcutColumn' object has no attribute '_inlet_cost'
"[31.05345573315146, 0.6587246658010341, 0.22401865999265297, 0.08502862064945858, 0.4721849613826083, 310.12263232168095, 0.7482335862238938, 0.22311439195765]",list index out of range
"[26.282861082761354, 0.8687159994386886, 0.05279839725322826, 0.022065013202508355, 0.8455142176125227, 308.68758103685417, 0.8574287557771778, 0.9581361196383696]",'MESHDistillation' object has no attribute '_inlet_cost'
"[29.399269764120067, 0.7824396579336865, 0.8049162192044456, 0.30744760996229376, 0.6898835077122972, 302.76740896672425, 0.10252821119347737, 0.08317222518184775]",'MESHDistillation' object has no attribute '_inlet_cost'
"[21.4542516582096, 0.17746395649792723, 0.001840226315124853, 0.060218080330831945, 0.297279024239921, 286.9328318792017, 0.8638068153076023, 0.6837072422530434]",list index out of range
"[18.770132579286486, 0.24350149707893917, 0.13310085656314438, 0.5849730441572981, 0.9463527238863347, 294.18955857816553, 0.1929213012444047, 0.6446724786011112]",list index out of range
"[20.670617560317687, 0.08550247502067918, 0.4396053418706266, 0.3997440795945281, 0.48812275219659396, 321.64062160338386, 0.6823616725160522, 0.9991956818089288]",'MixerSettler' object has no attribute '_inlet_cost'
"[42.380733170587305, 0.18349961607373497, 0.5284173354305781, 0.9615633382020595, 0.5546308985262622, 298.1511908990872, 0.6417828148235215, 0.7764785811566288]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[15.675762142712859, 0.23720001305668445, 0.3223300875042779, 0.12032836729985077, 0.7160241694197891, 331.13071999211337, 0.2259204873868615, 0.16999131801324632]",'MultiStageMixerSettlers' object has no attribute '_inlet_cost'
"[45.41955480792536, 0.6928802128452999, 0.4392754475089414, 0.06113594540005322, 0.5622021860914838, 278.7331216614828, 0.49275465870422547, 0.22371189646217976]",list index out of range
"[42.52939148787051, 0.9350449974442404, 0.004008244367180359, 0.19177473888531704, 0.39547396223457726, 296.0744661837569, 0.9284614104227155, 0.5379196639324343]",list index out of range
"[46.201773937922844, 0.4457954671461621, 0.07827521090820261, 0.23250955206168955, 0.3972831703538536, 335.3413156005872, 0.8902288177936879, 0.0069516131232961655]",'MESHDistillation' object has no attribute '_inlet_cost'
